Neighborhood,Address Latitude,Address Longitude,Borough,City,Venue,Venue Latitude,Venue Longitude,Venue Category
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Brunnen Goldener Hirsch,52.48335519794925,13.344000577926636,Fountain
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Café de Enrico,52.481013876466925,13.349787701000947,Café
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Rüyam Gemüse Kebab,52.48480747236112,13.353681178205404,Doner Restaurant
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,L’Antica Pizzeria da Michele,52.480267,13.347365,Pizza Place
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Dolce Pizza,52.48477884830622,13.3458334017871,Pizza Place
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Osbili,52.479532,13.349973,Bistro
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,vanille & marille,52.48715670610465,13.353707622549834,Ice Cream Shop
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Odeon,52.48208572810069,13.349482915306812,Indie Movie Theater
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Rudolph-Wilde-Park,52.48257113808005,13.339848518371582,Park
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Flying Fish Sushi,52.48552214561969,13.35171472557061,Sushi Restaurant
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,John-F.-Kennedy-Platz,52.484913,13.344503,Plaza
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Pequeña Habana,52.48775,13.349463,Caribbean Restaurant
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Renger-Patzsch,52.48756529050154,13.352249667871849,French Restaurant
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Rum Depot,52.488404629546004,13.350951077603579,Liquor Store
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Pinelli,52.47927,13.349858,Restaurant
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,DoubleEye,52.48799274353971,13.354272878353157,Coffee Shop
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Mana,52.486961,13.352332,Vegetarian / Vegan Restaurant
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Garda Pizza,52.48673851079661,13.357867912867775,Pizza Place
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,I Due Emigranti,52.48641481237747,13.351501688194407,Italian Restaurant
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Deko Behrendt,52.486710304191085,13.35696723635397,Costume Shop
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Öz-Gida,52.48735133428599,13.357275993529056,Grocery Store
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Viani,52.486193398717965,13.355951246951411,Grocery Store
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Dodo Beach Record Store,52.48930706339677,13.35537314414978,Record Shop
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Tee Tea Thé,52.490227288565116,13.353177985495995,Tea Room
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Mehlstübchen,52.483855,13.361253,Bakery
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Jones Ice Cream,52.490548,13.353473,Ice Cream Shop
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Gasometer,52.48265904762961,13.35960624726842,Event Space
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Hope Superfood Deli,52.4867403226751,13.355223246054647,Bistro
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,FitX,52.4854217856508,13.356001757816557,Gym / Fitness Center
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Taverna Ousia,52.488141986203104,13.338181689872261,Taverna
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Felsenkeller,52.486571,13.355757,Pub
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Bäckerei Johann Mayer,52.47856722942611,13.34568397498558,Bakery
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Ho Lo and Friends Kitchen + Bar,52.490114,13.351937,Vietnamese Restaurant
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,WaWa,52.490160741078945,13.355638682768033,Korean Restaurant
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Sahara Sudanesische Spezialitäten,52.479845,13.35181,African Restaurant
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Mamsell,52.49058031823461,13.35323294088859,Chocolate Shop
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,tranxx schwebebad & massagewelt,52.48672610570233,13.35494332304293,Spa
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Kleine Fabriek,52.481447294564596,13.36037278175354,Baby Store
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Mr. Gyros,52.48835511272416,13.337801446613824,Greek Restaurant
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,PapalaCup,52.47977811367951,13.360209012031753,Café
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,La Cocotte,52.48926196483406,13.354167734454572,French Restaurant
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Zig Zag Jazz Club,52.475245,13.34024,Jazz Club
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Rote Beete,52.490436580690485,13.354926819716542,Café
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Chay Village,52.48970882661967,13.349005528597717,Vietnamese Restaurant
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Shawarma One,52.48158001963898,13.349408682953094,Falafel Restaurant
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Spielplatz an der Apostel-Paulus-Kirche,52.488837575591,13.352430849343149,Playground
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,La Cantine d'Augusta,52.48912087563823,13.362196683883667,French Restaurant
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Café Taubenschlag,52.485466,13.361648,Café
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Mokalola,52.48432707145924,13.361495269419237,Café
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Bäckerei Gümüş,52.4887868757557,13.358758925201903,Bakery
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Sardinen.Bar,52.489994,13.354334,Wine Bar
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,BIO COMPANY,52.484905592832774,13.353554186745155,Organic Grocery
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Salut! Classic Bar,52.49105784306372,13.353377580642698,Cocktail Bar
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,East61,52.481958656513555,13.364237270945122,Recreation Center
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Aspendos,52.488268760425214,13.358248419990959,Turkish Restaurant
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Bieberbau,52.47964047523588,13.333732821055968,German Restaurant
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Bright Site,52.481732,13.365768,Climbing Gym
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Barbarossaplatz,52.4911126106411,13.349196640375633,Plaza
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Balkan Grill,52.48004217551773,13.352420220636539,Eastern European Restaurant
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Le Bretagne,52.49195687156021,13.351252581972107,Café
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Cafe Geschmacklos,52.48567188174349,13.337519534861807,Coffee Shop
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,CrossFit Icke,52.481625,13.365754,Gym / Fitness Center
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Der Hot Dog Laden,52.49303044871963,13.353506928510486,Hot Dog Joint
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Gottlob,52.489293253107576,13.353526673712864,Café
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,ChiChiKan,52.48982529890705,13.353032923246406,Chinese Restaurant
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Mister Hu,52.4927843170752,13.35353126930691,Cocktail Bar
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Sironi (Il Pane di Milano),52.493745,13.353641,Bakery
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,dm-drogerie markt,52.4856464,13.3557823,Drugstore
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Malafemmena,52.47389092837818,13.338341542831259,Italian Restaurant
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Robbengatter,52.488251105577724,13.338194074018773,German Restaurant
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Winterfeldt Schokoladen,52.49460282010145,13.353968911488423,Chocolate Shop
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Meyan,52.49377950974741,13.353748841881423,Mediterranean Restaurant
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Café Daddy,52.485794,13.3629,Café
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Petite Europe,52.490037,13.360622,Pizza Place
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Ceciliengärten,52.47367325451671,13.341670111574388,Garden
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Hexenspielplatz,52.49321355810241,13.350030183792114,Playground
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Barkett,52.488185682843046,13.363941854987447,Bar
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Phò12,52.48917990142612,13.340529434644163,Vietnamese Restaurant
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Imren Grill & Restaurant,52.489552923652155,13.359472941413834,Turkish Restaurant
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Berlin Homemade Icecream,52.49262,13.356314,Ice Cream Shop
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Volkspark Wilmersdorf,52.48327679259119,13.327703475952148,Park
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Weinverein Rote Insel,52.481388952709025,13.361326140802392,Wine Bar
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Sabor Latino,52.48609421096733,13.329900428763835,Peruvian Restaurant
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Jansen Bar,52.482993887713505,13.360315065402396,Cocktail Bar
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Bella Italia,52.48834968863348,13.33958124979292,Italian Restaurant
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Café Peppe,52.478996954810036,13.362743854522705,Bistro
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Cupcakeladen,52.4932674,13.3527255,Cupcake Shop
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Ixthys,52.494595,13.354297,Korean Restaurant
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Viktoria-Luise-Platz,52.49576761702516,13.34186553955078,Plaza
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,EDEKA Siegler,52.485690227097294,13.357351831225914,Supermarket
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Konditorei Czerr,52.4884663,13.3412491,Bakery
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Thörner fürs Büro GmbH,52.48739684102954,13.341941864763616,Paper / Office Supplies Store
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Trattoria del Corso,52.47554457710545,13.339681814664848,Trattoria/Osteria
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,denn's Biomarkt,52.48844035149675,13.358398415116424,Organic Grocery
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,The Visit,52.492878765499334,13.353553659131794,Café
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Lili Marleen,52.4878236110604,13.360315502027223,Comfort Food Restaurant
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Koriat Kuchenmanufaktur,52.486418,13.362602,Pastry Shop
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Fabelei,52.493496,13.352027,Cocktail Bar
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Mattea,52.493433878360776,13.35195400313665,Café
"47, Hauptstraße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland",52.483193299999996,13.3484196,Tempelhof-Schöneberg,Berlin,Iden System Großhandels GmbH,52.478399316841994,13.365420584104031,Paper / Office Supplies Store
"Informationsort Schwerbelastungskörper, 100, General-Pape-Straße, Tempelhof, Tempelhof-Schöneberg, Berlin, 12101, Deutschland",52.48414325,13.371623150427803,Tempelhof-Schöneberg,Berlin,LOK6,52.48706368119672,13.373404780696399,Gastropub
"Informationsort Schwerbelastungskörper, 100, General-Pape-Straße, Tempelhof, Tempelhof-Schöneberg, Berlin, 12101, Deutschland",52.48414325,13.371623150427803,Tempelhof-Schöneberg,Berlin,Bright Site,52.481732,13.365768,Climbing Gym
"Informationsort Schwerbelastungskörper, 100, General-Pape-Straße, Tempelhof, Tempelhof-Schöneberg, Berlin, 12101, Deutschland",52.48414325,13.371623150427803,Tempelhof-Schöneberg,Berlin,CrossFit Icke,52.481625,13.365754,Gym / Fitness Center
"Informationsort Schwerbelastungskörper, 100, General-Pape-Straße, Tempelhof, Tempelhof-Schöneberg, Berlin, 12101, Deutschland",52.48414325,13.371623150427803,Tempelhof-Schöneberg,Berlin,Mitte Meer,52.484980456525776,13.369332488924993,Gourmet Shop
"Informationsort Schwerbelastungskörper, 100, General-Pape-Straße, Tempelhof, Tempelhof-Schöneberg, Berlin, 12101, Deutschland",52.48414325,13.371623150427803,Tempelhof-Schöneberg,Berlin,Freiraum,52.48618309056994,13.376442677554303,Café
"Informationsort Schwerbelastungskörper, 100, General-Pape-Straße, Tempelhof, Tempelhof-Schöneberg, Berlin, 12101, Deutschland",52.48414325,13.371623150427803,Tempelhof-Schöneberg,Berlin,East61,52.481958656513555,13.364237270945122,Recreation Center
"Informationsort Schwerbelastungskörper, 100, General-Pape-Straße, Tempelhof, Tempelhof-Schöneberg, Berlin, 12101, Deutschland",52.48414325,13.371623150427803,Tempelhof-Schöneberg,Berlin,Mehlstübchen,52.483855,13.361253,Bakery
"Informationsort Schwerbelastungskörper, 100, General-Pape-Straße, Tempelhof, Tempelhof-Schöneberg, Berlin, 12101, Deutschland",52.48414325,13.371623150427803,Tempelhof-Schöneberg,Berlin,Viktoriapark,52.488477378543585,13.380188941955566,Park
"Informationsort Schwerbelastungskörper, 100, General-Pape-Straße, Tempelhof, Tempelhof-Schöneberg, Berlin, 12101, Deutschland",52.48414325,13.371623150427803,Tempelhof-Schöneberg,Berlin,Kreuzberg im Viktoriapark,52.4876580487968,13.381501903949502,Scenic Lookout
"Informationsort Schwerbelastungskörper, 100, General-Pape-Straße, Tempelhof, Tempelhof-Schöneberg, Berlin, 12101, Deutschland",52.48414325,13.371623150427803,Tempelhof-Schöneberg,Berlin,Tirelli‘s,52.489566,13.378008,Italian Restaurant
"Informationsort Schwerbelastungskörper, 100, General-Pape-Straße, Tempelhof, Tempelhof-Schöneberg, Berlin, 12101, Deutschland",52.48414325,13.371623150427803,Tempelhof-Schöneberg,Berlin,La Cantine d'Augusta,52.48912087563823,13.362196683883667,French Restaurant
"Informationsort Schwerbelastungskörper, 100, General-Pape-Straße, Tempelhof, Tempelhof-Schöneberg, Berlin, 12101, Deutschland",52.48414325,13.371623150427803,Tempelhof-Schöneberg,Berlin,Fräulein Frost,52.481979243109336,13.380045960530534,Ice Cream Shop
"Informationsort Schwerbelastungskörper, 100, General-Pape-Straße, Tempelhof, Tempelhof-Schöneberg, Berlin, 12101, Deutschland",52.48414325,13.371623150427803,Tempelhof-Schöneberg,Berlin,Barkett,52.488185682843046,13.363941854987447,Bar
"Informationsort Schwerbelastungskörper, 100, General-Pape-Straße, Tempelhof, Tempelhof-Schöneberg, Berlin, 12101, Deutschland",52.48414325,13.371623150427803,Tempelhof-Schöneberg,Berlin,Café Taubenschlag,52.485466,13.361648,Café
"Informationsort Schwerbelastungskörper, 100, General-Pape-Straße, Tempelhof, Tempelhof-Schöneberg, Berlin, 12101, Deutschland",52.48414325,13.371623150427803,Tempelhof-Schöneberg,Berlin,Wasserfall Viktoriapark,52.489104543341085,13.381980657577515,Waterfall
"Informationsort Schwerbelastungskörper, 100, General-Pape-Straße, Tempelhof, Tempelhof-Schöneberg, Berlin, 12101, Deutschland",52.48414325,13.371623150427803,Tempelhof-Schöneberg,Berlin,Gasometer,52.48265904762961,13.35960624726842,Event Space
